Date,Open,High,Low,Close,Adj Close,Volume
2001-05-01,6272.029785,6337.470215,5960.459961,6123.259766,6123.259766,1153240200
2001-06-01,6122.959961,6278.040039,5758.689941,6058.379883,6058.379883,1596032700
2001-07-01,6053.810059,6131.970215,5551.140137,5861.189941,5861.189941,1234220300
2001-08-01,5859.680176,5930.450195,5124.689941,5188.169922,5188.169922,1495111400
2001-09-01,5195.669922,5220.100098,3539.179932,4308.149902,4308.149902,1884256600
2001-10-01,4315.060059,4874.310059,4157.600098,4559.129883,4559.129883,1598607400
2001-11-01,4556.709961,5217.470215,4481.549805,4989.910156,4989.910156,1613853100
2001-12-01,4986.580078,5341.859863,4872.250000,5160.100098,5160.100098,1167193500
2002-01-01,5155.259766,5352.160156,4974.580078,5107.609863,5107.609863,1679080600
2002-02-01,5109.479980,5165.970215,4706.009766,5039.080078,5039.080078,1482305700
2002-03-01,5025.959961,5467.310059,5003.060059,5397.290039,5397.290039,1511112500
2002-04-01,5379.640137,5379.640137,4929.350098,5041.200195,5041.200195,1370545600
2002-05-01,5043.009766,5126.330078,4741.950195,4818.299805,4818.299805,1545588000
2002-06-01,4818.069824,4850.379883,3946.699951,4382.560059,4382.560059,1878390300
2002-07-01,4377.100098,4483.029785,3265.959961,3700.139893,3700.139893,2440213900
2002-08-01,3699.310059,3930.959961,3235.379883,3712.939941,3712.939941,1719550100
2002-09-01,3698.689941,3698.689941,2719.489990,2769.030029,2769.030029,1919261500
2002-10-01,2772.959961,3299.010010,2519.300049,3152.850098,3152.850098,2284190300
2002-11-01,3152.189941,3443.489990,2987.850098,3320.320068,3320.320068,1810648600
2002-12-01,3332.729980,3476.830078,2836.010010,2892.629883,2892.629883,1544688400
2003-01-01,2898.679932,3157.250000,2563.919922,2747.830078,2747.830078,2197380500
2003-02-01,2750.399902,2802.929932,2433.149902,2547.050049,2547.050049,2065340300
2003-03-01,2553.739990,2731.570068,2188.750000,2423.870117,2423.870117,2549605700
2003-04-01,2426.239990,3004.790039,2395.719971,2942.040039,2942.040039,2123287900
2003-05-01,2938.719971,3068.080078,2769.449951,2982.679932,2982.679932,2028762900
2003-06-01,2990.929932,3324.439941,2990.929932,3220.580078,3220.580078,2269412700
2003-07-01,3217.209961,3487.860107,3119.350098,3487.860107,3487.860107,2293604200
2003-08-01,3481.810059,3588.530029,3299.770020,3484.580078,3484.580078,1759816000
2003-09-01,3493.340088,3676.879883,3202.870117,3256.780029,3256.780029,2263040400
2003-10-01,3255.760010,3675.780029,3217.399902,3655.989990,3655.989990,2156839400
2003-11-01,3657.610107,3814.209961,3576.520020,3745.949951,3745.949951,1931247100
2003-12-01,3752.719971,3996.280029,3752.719971,3965.159912,3965.159912,1693401600
2004-01-01,3969.040039,4175.479980,3969.040039,4058.600098,4058.600098,2309968400
2004-02-01,4062.790039,4150.560059,3960.409912,4018.159912,4018.159912,1857648900
2004-03-01,4026.189941,4163.189941,3692.399902,3856.699951,3856.699951,2686677500
2004-04-01,3858.340088,4156.890137,3857.040039,3985.209961,3985.209961,2051653800
2004-05-01,3972.879883,4029.320068,3710.020020,3921.409912,3921.409912,1866072400
2004-06-01,3924.300049,4090.750000,3856.040039,4052.729980,4052.729980,1788969800
2004-07-01,4078.360107,4101.520020,3749.040039,3895.610107,3895.610107,1835950300
2004-08-01,3891.179932,3891.780029,3618.580078,3785.209961,3785.209961,1832757100
2004-09-01,3794.169922,4000.129883,3792.250000,3892.899902,3892.899902,1896542300
2004-10-01,3895.149902,4078.500000,3838.979980,3960.250000,3960.250000,2059725000
2004-11-01,3961.179932,4219.049805,3959.250000,4126.000000,4126.000000,2057697800
2004-12-01,4108.549805,4272.180176,4107.620117,4256.080078,4256.080078,1655550500
2005-01-01,4260.919922,4325.770020,4160.830078,4254.850098,4254.850098,2218116400
2005-02-01,4256.649902,4409.089844,4249.689941,4350.490234,4350.490234,2014881100
2005-03-01,4345.240234,4435.310059,4275.549805,4348.770020,4348.770020,2125994500
2005-04-01,4348.029785,4422.879883,4157.509766,4184.839844,4184.839844,2175014700
2005-05-01,4208.629883,4482.020020,4205.049805,4460.629883,4460.629883,1973574200
2005-06-01,4467.319824,4637.339844,4467.040039,4586.279785,4586.279785,2373972700
2005-07-01,4584.439941,4913.020020,4444.939941,4886.500000,4886.500000,2285435900
2005-08-01,4882.390137,4990.569824,4726.330078,4829.689941,4829.689941,2166909700
2005-09-01,4846.660156,5061.839844,4816.669922,5044.120117,5044.120117,2373396100
2005-10-01,5060.990234,5138.020020,4762.750000,4929.069824,4929.069824,2240128600
2005-11-01,4922.910156,5241.000000,4891.620117,5193.399902,5193.399902,2272224400
2005-12-01,5210.540039,5469.959961,5208.490234,5408.259766,5408.259766,1744886900
